total number of customers ,Revenue ,Total _duration ,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,stays_in_week_nights,arrival_date_day_of_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,255,3,City Hotel,1,69,2017,April,14,3,6,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,Non Refund,87,197,0,Transient,85,0,0,Canceled,2017-01-27
1,65,1,City Hotel,0,12,2015,November,48,1,25,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient-Party,65,0,0,Check-Out,2015-11-26
1,66,1,City Hotel,0,2,2016,January,3,1,14,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,40,0,Transient-Party,66,0,0,Check-Out,2016-01-15
1,67,1,City Hotel,0,13,2016,February,8,1,17,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,87,40,0,Transient,67,1,0,Check-Out,2016-02-18
1,65,1,City Hotel,0,1,2016,March,10,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-03-02
1,67,1,City Hotel,0,1,2016,April,15,1,6,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,F,0,No Deposit,87,40,0,Transient,67,1,0,Check-Out,2016-04-07
1,65,1,City Hotel,0,0,2016,April,16,1,13,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-04-14
1,65,1,City Hotel,0,8,2016,April,17,1,20,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,7,A,D,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-04-21
1,65,1,City Hotel,1,26,2016,July,29,0,11,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,8,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Canceled,2016-07-06
1,65,1,City Hotel,0,84,2016,September,37,1,7,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,8,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-09-08
1,130,2,City Hotel,0,91,2016,September,38,2,14,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,9,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-09-16
1,65,1,City Hotel,0,98,2016,September,39,1,21,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,10,A,A,1,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2016-09-22
1,65,1,City Hotel,0,105,2016,September,40,1,28,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,11,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-09-29
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,190,2,City Hotel,1,16,2015,November,45,2,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,Non Refund,87,122,0,Transient,95,0,0,Canceled,2015-10-28
1,130,2,City Hotel,0,13,2015,October,44,2,28,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-10-30
1,65,1,City Hotel,0,24,2015,November,45,0,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-02
1,66,1,City Hotel,0,10,2016,February,6,1,4,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,1,No Deposit,87,40,0,Transient-Party,66,0,0,Check-Out,2016-02-05
1,67,1,City Hotel,0,37,2016,March,12,0,13,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,40,0,Transient-Party,67,1,0,Check-Out,2016-03-14
1,134,2,City Hotel,0,55,2016,March,14,2,31,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,87,40,0,Transient-Party,67,1,0,Check-Out,2016-04-02
1,65,1,City Hotel,1,45,2016,April,16,0,10,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,87,40,0,Transient-Party,65,0,0,Canceled,2016-04-01
1,65,1,City Hotel,0,37,2016,May,20,0,8,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,4,A,A,0,No Deposit,87,40,0,Transient-Party,65,0,0,Check-Out,2016-05-09
1,65,1,City Hotel,0,51,2016,May,22,0,22,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,87,40,0,Transient-Party,65,0,0,Check-Out,2016-05-23
1,65,1,City Hotel,0,75,2016,June,25,1,15,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,6,A,A,0,No Deposit,87,40,0,Transient-Party,65,0,0,Check-Out,2016-06-16
1,65,1,City Hotel,0,86,2016,June,27,0,26,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,7,A,A,0,No Deposit,87,40,0,Transient-Party,65,0,0,Check-Out,2016-06-27
1,65,1,City Hotel,0,24,2015,November,45,0,1,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-02
3,90.4,1,City Hotel,0,0,2015,November,45,0,1,1,2,1,0,BB,USA,Online TA,TA/TO,0,0,0,A,D,2,No Deposit,87,11,0,Transient,90.4,0,0,Check-Out,2015-11-02
1,65,1,City Hotel,0,3,2015,November,45,0,2,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-03
1,65,1,City Hotel,0,4,2015,November,47,0,16,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-17
1,65,1,City Hotel,0,0,2016,April,15,0,4,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-04-05
1,65,1,City Hotel,1,7,2015,November,45,1,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Canceled,2015-11-03
1,65,1,City Hotel,1,7,2015,November,45,1,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Canceled,2015-11-03
1,237,3,City Hotel,0,3,2015,November,45,2,2,1,1,0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,87,91,0,Transient,79,0,1,Check-Out,2015-11-05
1,158,2,City Hotel,0,9,2015,November,46,2,11,0,1,0,0,BB,FRA,Corporate,Direct,0,0,1,A,A,0,No Deposit,87,91,0,Transient,79,0,1,Check-Out,2015-11-13
1,84,1,City Hotel,0,7,2016,July,31,0,25,1,1,0,0,BB,FRA,Corporate,Direct,1,0,2,A,A,0,No Deposit,87,91,0,Transient,84,0,1,Check-Out,2016-07-26
1,188,2,City Hotel,0,5,2016,November,45,2,2,0,1,0,0,BB,FRA,Direct,Direct,1,0,3,D,D,0,No Deposit,87,91,0,Transient,94,0,1,Check-Out,2016-11-04
1,188,2,City Hotel,0,17,2016,November,49,1,28,1,1,0,0,BB,FRA,Direct,Direct,1,0,4,D,D,0,No Deposit,87,91,0,Transient,94,0,2,Check-Out,2016-11-30
1,80,1,City Hotel,0,8,2017,February,8,1,21,0,1,0,0,BB,FRA,Direct,Direct,1,0,5,A,A,0,No Deposit,87,91,0,Transient,80,0,2,Check-Out,2017-02-22
1,65,1,City Hotel,1,23,2015,November,45,1,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Canceled,2015-11-05
1,65,1,City Hotel,0,23,2015,November,45,1,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-06
1,89,1,City Hotel,0,0,2015,November,45,1,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,135,0,Transient,89,0,0,Check-Out,2015-11-06
1,89,1,City Hotel,0,0,2015,November,45,1,5,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,135,0,Transient,89,0,0,Check-Out,2015-11-06
1,0,2,City Hotel,0,1,2015,November,45,2,5,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,C,0,No Deposit,87,46,0,Transient,0,0,0,Check-Out,2015-11-07
1,110,2,City Hotel,0,1,2016,March,12,2,15,0,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,0,No Deposit,87,46,0,Transient,55,1,0,Check-Out,2016-03-17
1,65,1,City Hotel,0,0,2015,November,46,0,9,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,87,137,0,Transient,65,0,0,Check-Out,2015-11-10
1,0,1,City Hotel,0,1,2015,November,46,1,10,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,87,45,0,Transient,0,0,0,Check-Out,2015-11-11
1,0,1,City Hotel,0,1,2015,November,46,1,10,0,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,87,45,0,Transient,0,0,0,Check-Out,2015-11-11
1,0,1,City Hotel,0,2,2015,December,50,1,9,0,1,0,0,BB,PRT,Complementary,Direct,1,0,1,A,A,0,No Deposit,87,45,0,Transient,0,0,0,Check-Out,2015-12-10
2,0,1,City Hotel,0,0,2016,January,5,1,30,0,2,0,0,BB,PRT,Complementary,Direct,1,0,2,A,A,0,No Deposit,87,45,0,Transient,0,1,0,Check-Out,2016-01-31
4,95,1,City Hotel,0,2,2015,November,46,1,11,0,2,2,0,BB,PRT,Corporate,Corporate,0,0,0,F,F,0,No Deposit,87,139,0,Transient,95,0,1,Check-Out,2015-11-12
2,220,2,City Hotel,0,0,2016,September,40,2,30,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,D,F,0,No Deposit,87,139,0,Transient,110,0,1,Check-Out,2016-10-02
1,65,1,City Hotel,0,9,2015,November,46,1,11,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-12
1,65,1,City Hotel,0,9,2015,November,46,1,11,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-12
1,130,2,City Hotel,0,47,2015,November,46,2,11,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2015-11-13
1,65,1,City Hotel,0,47,2015,November,46,1,11,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-12
1,65,1,City Hotel,1,13,2015,November,48,0,22,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Canceled,2015-11-12
1,65,1,City Hotel,0,47,2015,November,46,1,11,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-12
1,65,1,City Hotel,1,17,2015,November,46,1,12,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Canceled,2015-11-12
1,67,1,City Hotel,0,1,2016,May,21,1,18,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,87,40,0,Transient,67,1,0,Check-Out,2016-05-19
1,65,1,City Hotel,0,26,2016,July,29,0,11,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,1,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-07-12
1,130,2,City Hotel,0,91,2016,September,38,2,14,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,2,A,D,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-09-16
1,65,1,City Hotel,0,98,2016,September,39,1,21,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,3,A,A,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-09-22
1,65,1,City Hotel,0,105,2016,September,40,1,28,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,4,A,D,1,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2016-09-29
1,65,1,City Hotel,0,3,2017,July,28,0,10,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,5,A,A,0,No Deposit,87,40,0,Transient,65,0,2,Check-Out,2017-07-11
1,158,2,City Hotel,0,9,2015,November,46,2,11,0,1,0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,87,91,0,Transient,79,0,1,Check-Out,2015-11-13
1,80,1,City Hotel,0,21,2017,January,5,0,30,1,1,0,0,BB,FRA,Direct,Direct,1,0,1,A,A,1,No Deposit,87,91,0,Transient,80,0,1,Check-Out,2017-01-31
1,160,2,City Hotel,0,13,2017,February,7,1,13,1,1,0,0,BB,FRA,Direct,Direct,1,0,2,A,A,1,No Deposit,87,91,0,Transient,80,0,2,Check-Out,2017-02-15
1,160,2,City Hotel,0,3,2017,February,8,1,20,1,1,0,0,BB,FRA,Direct,Direct,1,0,3,A,A,0,No Deposit,87,91,0,Transient,80,0,2,Check-Out,2017-02-22
1,80,1,City Hotel,0,17,2017,March,12,0,20,1,1,0,0,BB,FRA,Direct,Direct,1,0,4,A,A,0,No Deposit,87,91,0,Transient,80,0,2,Check-Out,2017-03-21
2,84,1,City Hotel,0,0,2015,November,46,1,12,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,139,0,Transient,84,0,0,Check-Out,2015-11-13
1,79,1,City Hotel,0,1,2015,November,46,1,14,0,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,144,0,Transient-Party,79,0,0,Check-Out,2015-11-15
1,79,1,City Hotel,0,1,2016,February,7,1,13,0,1,0,0,BB,ITA,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,144,0,Transient-Party,79,0,0,Check-Out,2016-02-14
1,79,1,City Hotel,0,1,2015,November,46,1,14,0,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,144,0,Transient-Party,79,0,0,Check-Out,2015-11-15
1,79,1,City Hotel,0,1,2015,November,46,1,14,0,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,144,0,Transient-Party,79,0,0,Check-Out,2015-11-15
1,79,1,City Hotel,0,1,2015,November,46,1,14,0,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,144,0,Transient-Party,79,0,0,Check-Out,2015-11-15
1,65,1,City Hotel,0,13,2015,November,47,0,15,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-16
1,65,1,City Hotel,0,13,2015,November,47,0,15,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-16
1,130,2,City Hotel,0,31,2015,December,51,2,17,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-12-19
1,66,1,City Hotel,0,10,2016,February,6,1,4,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,1,No Deposit,87,40,0,Transient-Party,66,0,0,Check-Out,2016-02-05
2,77,1,City Hotel,0,37,2016,March,12,0,13,1,2,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,1,No Deposit,87,40,0,Transient-Party,77,0,0,Check-Out,2016-03-14
1,130,2,City Hotel,0,55,2016,March,14,2,31,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,87,40,0,Transient-Party,65,0,0,Check-Out,2016-04-02
1,65,1,City Hotel,1,45,2016,April,16,0,10,1,1,0,0,BB,PRT,Corporate,Corporate,1,1,6,A,A,0,No Deposit,87,40,0,Transient-Party,65,0,0,Canceled,2016-04-01
1,79,1,City Hotel,0,7,2015,November,47,0,16,1,1,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,142,0,Transient,79,0,0,Check-Out,2015-11-17
1,62,1,City Hotel,1,22,2015,November,47,1,17,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,62,0,0,Canceled,2015-11-17
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,127,0,Transient-Party,62,0,1,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,127,0,Transient-Party,62,0,1,Check-Out,2015-11-18
2,168,2,City Hotel,0,8,2016,April,14,2,1,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,87,127,0,Transient,84,0,1,Check-Out,2016-04-03
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,127,0,Transient-Party,62,0,1,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,127,0,Transient-Party,62,0,1,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
1,71,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,71,0,0,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
1,62,1,City Hotel,0,22,2015,November,47,1,17,0,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,87,127,0,Transient-Party,62,0,0,Check-Out,2015-11-18
1,0,2,City Hotel,0,3,2015,November,47,1,16,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,87,46,0,Transient,0,0,0,Check-Out,2015-11-18
1,0,2,City Hotel,0,3,2015,November,47,1,16,1,1,0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,87,46,0,Transient,0,0,0,Check-Out,2015-11-18
1,79,1,City Hotel,1,8,2017,March,11,1,15,0,1,0,0,BB,PRT,Complementary,Direct,1,1,1,A,A,0,No Deposit,87,46,0,Transient,79,0,0,Canceled,2017-03-07
1,65,1,City Hotel,1,1,2015,November,47,1,19,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Canceled,2015-11-18
4,148,2,City Hotel,0,2,2015,November,47,2,20,0,2,2,0,BB,PRT,Direct,Direct,1,0,0,C,C,3,No Deposit,87,72,0,Transient,74,0,1,Check-Out,2015-11-22
1,41,1,City Hotel,0,4,2016,February,6,0,1,1,1,0,0,BB,PRT,Corporate,Direct,1,0,1,A,A,0,No Deposit,87,72,0,Transient,41,0,1,Check-Out,2016-02-02
1,65,1,City Hotel,0,54,2015,November,47,1,18,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-19
1,65,1,City Hotel,0,54,2015,November,47,1,18,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,1,Check-Out,2015-11-19
1,65,1,City Hotel,0,54,2015,November,47,1,18,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-19
2,225,3,City Hotel,0,0,2015,November,47,2,16,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,75,0,0,Check-Out,2015-11-19
2,150,2,City Hotel,0,1,2016,September,38,2,15,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,2,No Deposit,87,40,0,Transient,75,0,0,Check-Out,2016-09-17
2,150,2,City Hotel,0,4,2016,December,51,0,11,2,2,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,40,0,Transient,75,0,0,Check-Out,2016-12-13
2,75,1,City Hotel,0,6,2016,December,51,1,13,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,40,0,Transient,75,0,0,Check-Out,2016-12-14
1,65,1,City Hotel,1,1,2015,November,47,1,19,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,No-Show,2015-11-19
1,65,1,City Hotel,1,1,2015,November,47,1,19,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,No-Show,2015-11-19
1,66,1,City Hotel,1,8,2016,January,3,1,14,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,0,A,A,0,No Deposit,87,40,0,Transient,66,0,0,No-Show,2016-01-14
1,65,1,City Hotel,0,1,2015,November,47,1,19,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-20
1,65,1,City Hotel,0,2,2015,November,48,1,25,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,40,0,Transient,65,0,0,Check-Out,2015-11-26
1,74,1,City Hotel,0,5,2015,December,49,1,2,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,40,0,Transient,74,0,0,Check-Out,2015-12-03
2,75,1,City Hotel,0,2,2016,January,2,1,6,0,2,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,87,40,0,Transient,75,0,0,Check-Out,2016-01-07
